AssetID;AssetPortalLink;AssetName;Description;ReadyDate;Theme;Sku;Campaign;Audience;SubAudience;Market;ToProductionStatus_ID;ToAssetType_ID;ToContentManager_ID
AID15923;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15923;AssetName 15923;AssetDescription 15923;2020-05-14;Duplo;60710;Next;Kids;Boys;Global;Done;205;108
AID15924;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15924;AssetName 15924;AssetDescription 15924;2020-05-15;Duplo;60710;Next;Kids;Boys;Global;Done;205;108
AID15925;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15925;AssetName 15925;AssetDescription 15925;2020-05-16;Single;60710;Campaign;Kids;Girls;Global;Done;205;108
AID15926;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15926;AssetName 15926;AssetDescription 15926;2020-05-17;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;205;108
AID15927;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15927;AssetName 15927;AssetDescription 15927;2020-05-18;Single;60710;Latest Campaign;Kids;Girls;Global;Done;205;108
AID15928;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15928;AssetName 15928;AssetDescription 15928;2020-05-19;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;205;108
AID15929;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15929;AssetName 15929;AssetDescription 15929;2020-05-20;Single;60710;Latest Campaign;Kids;Girls;Global;Done;205;108
AID15930;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15930;AssetName 15930;AssetDescription 15930;2020-05-21;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;205;108
AID15931;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15931;AssetName 15931;AssetDescription 15931;2020-05-22;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;205;108
AID15932;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15932;AssetName 15932;AssetDescription 15932;2020-05-23;Single;60710;Latest Campaign;Kids;Girls;Global;Done;205;108
AID15933;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15933;AssetName 15933;AssetDescription 15933;2020-05-24;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;205;108
AID15934;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15934;AssetName 15934;AssetDescription 15934;2020-05-25;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;205;108
AID15935;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15935;AssetName 15935;AssetDescription 15935;2020-05-26;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;205;108
AID15936;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15936;AssetName 15936;AssetDescription 15936;2020-05-27;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;205;108
AID15937;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15937;AssetName 15937;AssetDescription 15937;2020-05-28;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;205;108
AID15938;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15938;AssetName 15938;AssetDescription 15938;2020-05-29;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;205;108
AID15939;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15939;AssetName 15939;AssetDescription 15939;2020-05-30;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;205;108
AID15940;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15940;AssetName 15940;AssetDescription 15940;2020-05-31;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;201;108
AID15941;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15941;AssetName 15941;AssetDescription 15941;2020-06-01;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;201;108
AID15942;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15942;AssetName 15942;AssetDescription 15942;2020-06-02;Duplo;60710;Next;Kids;Boys;Global;Ongoing;201;108
AID15943;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15943;AssetName 15943;AssetDescription 15943;2020-06-03;Single;60710;Next;Kids;Girls;Global;Ongoing;201;108
AID15944;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15944;AssetName 15944;AssetDescription 15944;2020-06-04;Duplo;60710;Next;Kids;Boys;Global;Ongoing;201;108
AID15945;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15945;AssetName 15945;AssetDescription 15945;2020-06-05;Duplo;60710;Next;Kids;Boys;Global;Ongoing;201;108
AID15946;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15946;AssetName 15946;AssetDescription 15946;2020-06-06;Single;60710;Next;Kids;Girls;Global;Ongoing;201;108
AID15947;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15947;AssetName 15947;AssetDescription 15947;2020-06-07;Duplo;60710;Next;Kids;Boys;Global;Ongoing;201;108
AID15948;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15948;AssetName 15948;AssetDescription 15948;2020-06-08;Single;60710;Next;Kids;Girls;Global;Ongoing;201;108
AID15949;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15949;AssetName 15949;AssetDescription 15949;2020-06-09;Duplo;60710;Next;Kids;Boys;Global;Ongoing;201;108
AID15950;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15950;AssetName 15950;AssetDescription 15950;2020-06-10;Single;60710;Campaign;Kids;Girls;Global;Ongoing;201;108
AID15951;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15951;AssetName 15951;AssetDescription 15951;2020-06-11;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;201;108
AID15952;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15952;AssetName 15952;AssetDescription 15952;2020-06-12;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;201;108
AID15953;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15953;AssetName 15953;AssetDescription 15953;2020-06-13;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;201;108
AID15954;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15954;AssetName 15954;AssetDescription 15954;2020-06-14;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;201;108
AID15955;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15955;AssetName 15955;AssetDescription 15955;2020-06-15;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;201;108
AID15956;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15956;AssetName 15956;AssetDescription 15956;2020-06-16;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;201;108
AID15957;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15957;AssetName 15957;AssetDescription 15957;2020-06-17;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;201;108
AID15958;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15958;AssetName 15958;AssetDescription 15958;2020-06-18;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;201;108
AID15959;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15959;AssetName 15959;AssetDescription 15959;2020-06-19;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;201;108
AID15960;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15960;AssetName 15960;AssetDescription 15960;2020-06-20;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;201;108
AID15961;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15961;AssetName 15961;AssetDescription 15961;2020-06-21;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;201;108
AID15962;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15962;AssetName 15962;AssetDescription 15962;2020-06-22;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;201;108
AID15963;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15963;AssetName 15963;AssetDescription 15963;2020-06-23;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;201;108
AID15964;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15964;AssetName 15964;AssetDescription 15964;2020-06-24;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;201;108
AID15965;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15965;AssetName 15965;AssetDescription 15965;2020-06-25;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;201;108
AID15966;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15966;AssetName 15966;AssetDescription 15966;2020-06-26;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;201;108
AID15967;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15967;AssetName 15967;AssetDescription 15967;2020-06-27;Single;60710;Next;Kids;Girls;Global;Confidential;201;108
AID15968;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15968;AssetName 15968;AssetDescription 15968;2020-06-28;Duplo;60710;Next;Kids;Boys;Global;Confidential;201;108
AID15969;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15969;AssetName 15969;AssetDescription 15969;2020-06-29;Single;60710;Next;Kids;Girls;Global;Confidential;201;108
AID15970;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15970;AssetName 15970;AssetDescription 15970;2020-06-30;Duplo;60710;Next;Kids;Boys;Global;Confidential;201;108
AID15971;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15971;AssetName 15971;AssetDescription 15971;2020-07-01;Single;60710;Next;Kids;Girls;Global;Confidential;201;108
AID15972;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15972;AssetName 15972;AssetDescription 15972;2020-07-02;Duplo;60710;Next;Kids;Boys;Global;Confidential;201;108
AID15973;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15973;AssetName 15973;AssetDescription 15973;2020-07-03;Duplo;60710;Next;Kids;Boys;Global;Confidential;201;108
AID15974;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15974;AssetName 15974;AssetDescription 15974;2020-07-04;Single;60710;Next;Kids;Girls;Global;Done;201;108
AID15975;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15975;AssetName 15975;AssetDescription 15975;2020-07-05;Duplo;60710;Campaign;Kids;Boys;Global;Done;201;108
AID15976;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15976;AssetName 15976;AssetDescription 15976;2020-07-06;Single;60710;Latest Campaign;Kids;Girls;Global;Done;201;108
AID15977;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15977;AssetName 15977;AssetDescription 15977;2020-07-07;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;201;108
AID15978;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15978;AssetName 15978;AssetDescription 15978;2020-07-08;Single;60710;Latest Campaign;Kids;Girls;Global;Done;201;108
AID15979;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15979;AssetName 15979;AssetDescription 15979;2020-07-09;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;201;108
AID15980;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15980;AssetName 15980;AssetDescription 15980;2020-07-10;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;201;108
AID15981;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15981;AssetName 15981;AssetDescription 15981;2020-07-11;Single;60710;Latest Campaign;Kids;Girls;Global;Done;201;108
AID15982;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15982;AssetName 15982;AssetDescription 15982;2020-07-12;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;201;108
AID15983;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15983;AssetName 15983;AssetDescription 15983;2020-07-13;Single;60710;Previous Campaing;Kids;Girls;Global;Done;201;108
AID15984;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15984;AssetName 15984;AssetDescription 15984;2020-07-14;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;201;108
AID15985;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15985;AssetName 15985;AssetDescription 15985;2020-07-15;Single;60710;Previous Campaing;Kids;Girls;Global;Done;201;108
AID15986;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15986;AssetName 15986;AssetDescription 15986;2020-07-16;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;201;108
AID15987;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15987;AssetName 15987;AssetDescription 15987;2020-07-17;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;201;108
AID15988;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15988;AssetName 15988;AssetDescription 15988;2020-07-18;Single;60710;Previous Campaing;Kids;Girls;Global;Done;201;108
AID15989;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15989;AssetName 15989;AssetDescription 15989;2020-07-19;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;108
AID15990;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15990;AssetName 15990;AssetDescription 15990;2020-07-20;Single;60710;Previous Campaing;Kids;Girls;Global;Done;202;108
AID15991;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15991;AssetName 15991;AssetDescription 15991;2020-07-21;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;108
AID15992;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15992;AssetName 15992;AssetDescription 15992;2020-07-22;Single;60710;Next;Kids;Girls;Global;Done;202;108
AID15993;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15993;AssetName 15993;AssetDescription 15993;2020-07-23;Duplo;60710;Next;Kids;Boys;Global;Ongoing;202;108
AID15994;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15994;AssetName 15994;AssetDescription 15994;2020-07-24;Duplo;60710;Next;Kids;Boys;Global;Ongoing;202;108
AID15995;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15995;AssetName 15995;AssetDescription 15995;2020-07-25;Single;60710;Next;Kids;Girls;Global;Ongoing;202;108
AID15996;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15996;AssetName 15996;AssetDescription 15996;2020-07-26;Duplo;60710;Next;Kids;Boys;Global;Ongoing;202;108
AID15997;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15997;AssetName 15997;AssetDescription 15997;2020-07-27;Single;60710;Next;Kids;Girls;Global;Ongoing;202;108
AID15998;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15998;AssetName 15998;AssetDescription 15998;2020-07-28;Duplo;60710;Next;Kids;Boys;Global;Ongoing;202;108
AID15999;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID15999;AssetName 15999;AssetDescription 15999;2020-07-29;Single;60710;Next;Kids;Girls;Global;Ongoing;202;109
AID16000;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16000;AssetName 16000;AssetDescription 16000;2020-07-30;Duplo;60710;Campaign;Kids;Boys;Global;Ongoing;202;109
AID16001;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16001;AssetName 16001;AssetDescription 16001;2020-07-31;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;202;109
AID16002;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16002;AssetName 16002;AssetDescription 16002;2020-08-01;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;202;109
AID16003;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16003;AssetName 16003;AssetDescription 16003;2020-08-02;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;202;109
AID16004;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16004;AssetName 16004;AssetDescription 16004;2020-08-03;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;202;109
AID16005;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16005;AssetName 16005;AssetDescription 16005;2020-08-04;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;202;109
AID16006;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16006;AssetName 16006;AssetDescription 16006;2020-08-05;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;202;109
AID16007;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16007;AssetName 16007;AssetDescription 16007;2020-08-06;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;202;109
AID16008;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16008;AssetName 16008;AssetDescription 16008;2020-08-07;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;202;109
AID16009;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16009;AssetName 16009;AssetDescription 16009;2020-08-08;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;202;109
AID16010;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16010;AssetName 16010;AssetDescription 16010;2020-08-09;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;202;109
AID16011;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16011;AssetName 16011;AssetDescription 16011;2020-08-10;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;202;109
AID16012;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16012;AssetName 16012;AssetDescription 16012;2020-08-11;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;202;109
AID16013;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16013;AssetName 16013;AssetDescription 16013;2020-08-12;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;202;109
AID16014;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16014;AssetName 16014;AssetDescription 16014;2020-08-13;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;202;109
AID16015;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16015;AssetName 16015;AssetDescription 16015;2020-08-14;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;202;109
AID16016;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16016;AssetName 16016;AssetDescription 16016;2020-08-15;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;202;109
AID16017;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16017;AssetName 16017;AssetDescription 16017;2020-08-16;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;109
AID16018;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16018;AssetName 16018;AssetDescription 16018;2020-08-17;Single;60710;Next;Kids;Girls;Global;Confidential;202;109
AID16019;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16019;AssetName 16019;AssetDescription 16019;2020-08-18;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;109
AID16020;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16020;AssetName 16020;AssetDescription 16020;2020-08-19;Single;60710;Next;Kids;Girls;Global;Confidential;202;109
AID16021;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16021;AssetName 16021;AssetDescription 16021;2020-08-20;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;109
AID16022;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16022;AssetName 16022;AssetDescription 16022;2020-08-21;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;109
AID16023;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16023;AssetName 16023;AssetDescription 16023;2020-08-22;Single;60710;Next;Kids;Girls;Global;Confidential;202;109
AID16024;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16024;AssetName 16024;AssetDescription 16024;2020-08-23;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;109
AID16025;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16025;AssetName 16025;AssetDescription 16025;2020-08-24;Single;60710;Campaign;Kids;Girls;Global;Confidential;202;109
AID16026;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16026;AssetName 16026;AssetDescription 16026;2020-08-25;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;202;109
AID16027;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16027;AssetName 16027;AssetDescription 16027;2020-08-26;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;202;109
AID16028;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16028;AssetName 16028;AssetDescription 16028;2020-08-27;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;202;109
AID16029;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16029;AssetName 16029;AssetDescription 16029;2020-08-28;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;202;109
AID16030;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16030;AssetName 16030;AssetDescription 16030;2020-08-29;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;202;109
AID16031;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16031;AssetName 16031;AssetDescription 16031;2020-08-30;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;202;109
AID16032;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16032;AssetName 16032;AssetDescription 16032;2020-08-31;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;202;109
AID16033;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16033;AssetName 16033;AssetDescription 16033;2020-09-01;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;109
AID16034;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16034;AssetName 16034;AssetDescription 16034;2020-09-02;Single;60710;Previous Campaing;Kids;Girls;Global;Done;202;109
AID16035;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16035;AssetName 16035;AssetDescription 16035;2020-09-03;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;109
AID16036;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16036;AssetName 16036;AssetDescription 16036;2020-09-04;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;109
AID16037;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16037;AssetName 16037;AssetDescription 16037;2020-09-05;Single;60710;Previous Campaing;Kids;Girls;Global;Done;202;109
AID16038;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16038;AssetName 16038;AssetDescription 16038;2020-09-06;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;109
AID16039;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16039;AssetName 16039;AssetDescription 16039;2020-09-07;Single;60710;Previous Campaing;Kids;Girls;Global;Done;203;109
AID16040;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16040;AssetName 16040;AssetDescription 16040;2020-09-08;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;203;109
AID16041;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16041;AssetName 16041;AssetDescription 16041;2020-09-09;Single;60710;Previous Campaing;Kids;Girls;Global;Done;203;109
AID16042;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16042;AssetName 16042;AssetDescription 16042;2020-09-10;Duplo;60710;Next;Kids;Boys;Global;Done;203;109
AID16043;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16043;AssetName 16043;AssetDescription 16043;2020-09-11;Duplo;60710;Next;Kids;Boys;Global;Done;203;109
AID16044;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16044;AssetName 16044;AssetDescription 16044;2020-09-12;Single;60710;Next;Kids;Girls;Global;Done;203;109
AID16045;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16045;AssetName 16045;AssetDescription 16045;2020-09-13;Duplo;60710;Next;Kids;Boys;Global;Done;203;109
AID16046;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16046;AssetName 16046;AssetDescription 16046;2020-09-14;Single;60710;Next;Kids;Girls;Global;Done;203;109
AID16047;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16047;AssetName 16047;AssetDescription 16047;2020-09-15;Duplo;60710;Next;Kids;Boys;Global;Done;203;109
AID16048;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16048;AssetName 16048;AssetDescription 16048;2020-09-16;Single;60710;Next;Kids;Girls;Global;Done;203;109
AID16049;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16049;AssetName 16049;AssetDescription 16049;2020-09-17;Duplo;60710;Next;Kids;Boys;Global;Done;203;109
AID16050;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16050;AssetName 16050;AssetDescription 16050;2020-09-18;Duplo;60710;Campaign;Kids;Boys;Global;Done;203;109
AID16051;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16051;AssetName 16051;AssetDescription 16051;2020-09-19;Single;60710;Latest Campaign;Kids;Girls;Global;Done;203;109
AID16052;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16052;AssetName 16052;AssetDescription 16052;2020-09-20;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;203;109
AID16053;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16053;AssetName 16053;AssetDescription 16053;2020-09-21;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;203;109
AID16054;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16054;AssetName 16054;AssetDescription 16054;2020-09-22;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;203;109
AID16055;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16055;AssetName 16055;AssetDescription 16055;2020-09-23;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;203;109
AID16056;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16056;AssetName 16056;AssetDescription 16056;2020-09-24;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;203;109
AID16057;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16057;AssetName 16057;AssetDescription 16057;2020-09-25;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;203;109
AID16058;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16058;AssetName 16058;AssetDescription 16058;2020-09-26;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;203;109
AID16059;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16059;AssetName 16059;AssetDescription 16059;2020-09-27;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;109
AID16060;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16060;AssetName 16060;AssetDescription 16060;2020-09-28;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;203;109
AID16061;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16061;AssetName 16061;AssetDescription 16061;2020-09-29;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;109
AID16062;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16062;AssetName 16062;AssetDescription 16062;2020-09-30;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;203;109
AID16063;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16063;AssetName 16063;AssetDescription 16063;2020-10-01;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;109
AID16064;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16064;AssetName 16064;AssetDescription 16064;2020-10-02;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;109
AID16065;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16065;AssetName 16065;AssetDescription 16065;2020-10-03;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;203;109
AID16066;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16066;AssetName 16066;AssetDescription 16066;2020-10-04;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;109
AID16067;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16067;AssetName 16067;AssetDescription 16067;2020-10-05;Single;60710;Next;Kids;Girls;Global;Ongoing;203;109
AID16068;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID16068;AssetName 16068;AssetDescription 16068;2020-10-06;Duplo;60710;Next;Kids;Boys;Global;Ongoing;203;109
